0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8761.5,10020.6,0.0,3169.0,0.0,0.0,0.0,0.0,0.0,8509.7,7361.7,0.0,8171.5,0.0,7331.4,10670.6,0.0,0.0,0.0,0.0,0.0,10255.8,8496.1,0.0,0.0,0.0,7644.9,8554.2,0.0,9323.2,10092.5,0.0,7037.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7869.8,8907.3,6636.0,8339.8,10154.3,0.0,9641.0,6821.3,0.0,0.0,9671.4,7161.9,0.0,0.0,0.0,0.0,6903.7,7572.8,0.0,7647.0,9066.7,8981.9,7279.8,10254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8846.9,0.0,10203.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11036.0,4606.1,9242.9,8265.8,8654.7,0.0,0.0,0.0,8362.7,7325.9,0.0,0.0,0.0,0.0,9892.2,10097.9,8268.6,7495.8,7878.9,10636.4,7031.0,5349.6,3431.4,5567.6,7350.1,10619.5,11415.7,0.0,7793.6,0.0,0.0,8473.5,0.0,10285.3,9308.5,9641.3,0.0,0.0,9729.3,0.0,0.0,0.0,0.0,9731.4,0.0,8260.2,5918.1,9914.5,4688.4,4105.9,0.0,5231.6,0.0,8510.9,0.0,0.0,0.0,0.0,0.0,0.0,9739.7,0.0,9855.5,10307.7,0.0,0.0,0.0,0.0,0.0,0.0,8090.5,0.0,0.0,8810.3,10083.0,5237.0,0.0,7574.3,0.0,7247.2,0.0,7179.4,6805.3,0.0,0.0,9389.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9429.6,0.0,0.0,0.0,7342.2,0.0,0.0,0.0,9031.2,5973.3,0.0,9908.1,9204.3,0.0,0.0,9599.8,10119.9
0.0,0.0,2504.6,8563.8,8572.5,9561.0,9590.0,5926.3,0.0,0.0,0.0,8244.8,10149.1,10243.6,0.0,9510.6,7867.5,8660.9,0.0,0.0,0.0,0.0,0.0,8107.2,9164.7,9586.6,0.0,5045.2,6506.3,7928.6,7952.4,0.0,10061.1,8725.8,0.0,0.0,0.0,8474.0,7922.1,0.0,0.0,0.0,6957.3,0.0,8476.6,10055.7,8301.5,0.0,7592.7,4755.8,0.0,10186.4,0.0,7745.9,8259.6,6781.9,7475.6,0.0,9382.1,0.0,0.0,0.0,9186.9,0.0,6484.7,8398.8,9776.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3233.1,5788.2,8928.7,0.0,0.0,0.0,0.0,4461.2,0.0,0.0,0.0,0.0,0.0,9528.9,5993.8,9270.1,0.0,9311.8,9486.7,10484.2,0.0,0.0,0.0,6891.0,0.0,0.0,0.0,7212.2,7667.3,9168.6,5078.5,8159.5,6764.5,7415.6,0.0,0.0,9591.8,0.0,0.0,0.0,0.0,0.0,8841.5,0.0,0.0,4192.4,9604.9,8972.3,0.0,9567.5,9397.9,5013.9,0.0,0.0,5589.4,7520.7,8058.0,5734.6,9543.7,0.0,9182.3,6995.4,0.0,0.0,9122.1,0.0,9078.6,9665.2,0.0,8015.2,0.0,0.0,0.0,0.0,9868.5,4595.7,10113.2,9132.3,0.0,9470.4,0.0,9674.6,8620.0,9940.7,9979.5,9171.9,0.0,7858.0,7409.0,7811.9,8045.6,8316.7,7198.1,6601.1,0.0,7897.0,9830.8,0.0,0.0,7717.2,10488.8,4722.4,0.0,0.0,0.0,5311.5,6916.8,0.0,0.0,8115.3,9435.4,0.0,0.0,8732.2,8127.4,9978.4,10239.6,9006.0,7353.1,0.0,9120.7,0.0,0.0,7712.4,7559.2,10723.2,0.0,0.0,9374.8
0.0,2504.6,0.0,9293.6,9111.3,9148.2,9177.1,4436.7,0.0,0.0,0.0,6755.2,9574.4,9050.4,0.0,6394.2,7909.7,6944.9,0.0,0.0,0.0,0.0,0.0,7694.3,8063.7,8393.3,0.0,6534.6,5016.6,9651.4,8472.0,0.0,0.0,10455.4,0.0,0.0,0.0,9825.4,10162.4,0.0,0.0,0.0,8308.7,0.0,9966.0,8794.3,9790.9,0.0,9412.2,6960.8,0.0,7542.6,0.0,8636.0,9610.9,8271.4,8703.2,0.0,8188.9,0.0,0.0,0.0,7993.7,0.0,8304.2,7137.4,8287.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4789.1,7277.6,7207.3,0.0,0.0,0.0,0.0,5950.7,0.0,0.0,0.0,0.0,0.0,10442.6,7483.2,10910.4,10741.9,9233.7,0.0,9436.7,0.0,0.0,0.0,6267.5,0.0,0.0,0.0,5722.5,9156.8,8441.4,6568.0,9510.8,7646.9,8767.0,9224.4,0.0,8398.5,0.0,0.0,0.0,0.0,0.0,7648.3,0.0,0.0,2932.6,9242.9,8218.4,0.0,10112.7,9190.5,6988.8,0.0,0.0,7078.8,6640.6,7645.1,4142.2,9552.0,0.0,8475.1,5800.9,0.0,0.0,10473.4,9987.3,7486.2,0.0,0.0,9366.6,0.0,0.0,0.0,0.0,4735.2,10195.6,8759.3,9206.5,0.0,9501.2,0.0,9571.8,9033.2,8586.8,8992.1,10071.1,0.0,7445.2,7142.4,9163.3,6852.3,7427.6,9017.5,6356.5,0.0,6957.6,9418.0,0.0,0.0,6227.5,4655.7,10814.7,0.0,0.0,0.0,7816.1,5324.3,0.0,0.0,10602.9,8081.6,0.0,0.0,9121.9,9550.8,9408.3,0.0,7652.2,7198.4,0.0,9467.8,0.0,0.0,6985.2,10987.1,9461.8,0.0,0.0,9837.0
0.0,8563.8,9293.6,0.0,1767.4,6068.8,5401.5,9312.3,0.0,0.0,0.0,0.0,3969.0,0.0,0.0,4638.8,5502.5,5638.6,0.0,9000.9,0.0,0.0,0.0,8568.6,0.0,7281.6,0.0,8869.5,8732.4,5522.5,9421.9,0.0,9739.2,3764.2,0.0,0.0,0.0,0.0,6794.9,9814.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8241.3,8258.4,0.0,0.0,0.0,0.0,0.0,0.0,8243.2,10132.2,0.0,0.0,0.0,0.0,0.0,0.0,9269.1,10389.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10745.2,0.0,0.0,0.0,10022.1,8126.5,6193.2,0.0,0.0,0.0,0.0,9453.4,0.0,0.0,0.0,0.0,0.0,5648.1,0.0,4353.1,8502.3,9692.3,9149.6,10053.7,0.0,0.0,0.0,8098.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11110.7,8026.7,0.0,0.0,8991.8,8290.4,0.0,0.0,7880.0,9348.7,7985.1,0.0,0.0,9928.0,8727.9,8758.8,6867.0,5181.6,0.0,5265.8,7972.6,0.0,0.0,0.0,0.0,3411.4,0.0,0.0,7175.9,0.0,0.0,0.0,0.0,0.0,0.0,7834.1,7211.1,0.0,8402.2,0.0,6640.5,5502.3,7062.3,8911.4,6894.4,0.0,8319.4,6269.8,0.0,0.0,0.0,7172.8,0.0,0.0,0.0,7741.9,0.0,0.0,7521.5,0.0,0.0,0.0,0.0,0.0,7505.6,7658.2,0.0,0.0,5554.8,7567.6,0.0,0.0,2592.2,4220.0,3540.4,0.0,5748.3,6213.9,0.0,9071.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7922.0
0.0,8572.5,9111.3,1767.4,0.0,4464.0,6985.0,9113.1,0.0,0.0,0.0,0.0,4961.7,0.0,0.0,5962.1,6416.4,3871.1,0.0,10301.5,9229.0,0.0,10038.8,9479.9,0.0,6937.3,0.0,8876.4,8533.2,9362.3,5451.5,0.0,7971.6,5087.5,0.0,0.0,0.0,0.0,5529.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6495.6,7914.0,0.0,0.0,0.0,0.0,0.0,0.0,8809.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9077.1,7305.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9839.9,8133.4,4425.7,0.0,0.0,0.0,0.0,9460.4,0.0,0.0,0.0,0.0,0.0,4572.9,0.0,5496.8,9802.8,9348.0,7254.5,8286.2,0.0,0.0,0.0,6432.6,0.0,0.0,0.0,0.0,0.0,10092.5,0.0,9351.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7682.3,0.0,0.0,9000.6,8599.1,10054.3,0.0,9180.6,7581.1,7640.7,0.0,0.0,9935.0,6982.2,7215.6,6874.0,3576.8,0.0,6981.8,8261.0,0.0,0.0,0.0,0.0,4734.7,0.0,0.0,7328.5,0.0,0.0,0.0,0.0,0.0,0.0,6498.7,7753.3,0.0,6634.7,0.0,7695.6,6350.6,5294.8,7143.9,8194.9,0.0,9729.1,7745.1,0.0,0.0,0.0,8543.7,0.0,0.0,0.0,7932.7,0.0,0.0,7322.2,0.0,0.0,0.0,0.0,0.0,7306.4,7665.1,0.0,0.0,6855.4,5800.1,0.0,0.0,3594.7,2452.5,4476.0,0.0,3980.8,7801.1,0.0,7303.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8905.0
0.0,9561.0,9148.2,6068.8,4464.0,0.0,4654.8,9102.4,0.0,0.0,0.0,0.0,6665.5,0.0,0.0,4127.4,4755.9,8308.8,0.0,9862.6,0.0,0.0,0.0,7872.6,0.0,9864.1,0.0,10591.6,8522.5,4660.9,8560.2,0.0,0.0,3252.7,0.0,0.0,0.0,0.0,6408.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7494.6,5257.3,0.0,0.0,0.0,0.0,0.0,0.0,8520.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8522.5,9527.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9829.2,10303.3,8889.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4901.5,0.0,3606.4,9363.9,0.0,10011.2,7533.6,0.0,0.0,0.0,7351.5,0.0,0.0,0.0,0.0,0.0,10081.9,0.0,9340.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10609.1,0.0,0.0,9989.0,7608.9,0.0,0.0,10342.8,6490.9,6498.2,0.0,0.0,0.0,9162.5,8062.8,8879.7,4575.7,0.0,4404.2,8904.0,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,7317.8,0.0,0.0,0.0,0.0,0.0,0.0,6059.7,9907.6,0.0,5491.7,0.0,9337.1,8198.8,9758.9,4982.5,8834.4,0.0,7623.5,5523.1,0.0,0.0,0.0,6875.0,0.0,0.0,0.0,6995.3,0.0,0.0,7311.6,0.0,0.0,0.0,0.0,0.0,7616.6,9670.8,0.0,0.0,7694.1,10264.1,0.0,0.0,5288.7,6916.6,6001.5,0.0,8444.9,5467.2,0.0,6768.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8466.0
0.0,9590.0,9177.1,5401.5,6985.0,4654.8,0.0,0.0,0.0,0.0,0.0,0.0,9032.7,0.0,0.0,5738.3,3837.5,7527.1,0.0,0.0,0.0,0.0,0.0,5611.6,0.0,9568.2,0.0,10620.6,0.0,8119.8,8339.3,0.0,0.0,5847.2,0.0,0.0,0.0,0.0,5504.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6320.3,8847.9,0.0,0.0,0.0,0.0,0.0,0.0,6352.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6528.4,9365.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8529.6,10332.3,8081.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2437.0,0.0,3450.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6566.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10313.2,0.0,0.0,10018.0,5025.2,0.0,0.0,9534.7,0.0,10271.6,0.0,0.0,0.0,8866.6,7349.5,9062.9,4150.3,0.0,4156.8,8608.1,0.0,0.0,0.0,0.0,6200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9722.6,9099.5,0.0,10290.7,0.0,8528.9,10314.5,8950.7,9385.4,8026.3,0.0,5385.9,5196.4,0.0,0.0,0.0,8850.9,0.0,0.0,0.0,3589.6,0.0,0.0,10168.4,0.0,0.0,0.0,0.0,0.0,10180.8,9699.8,0.0,0.0,6886.0,9456.0,0.0,0.0,7558.7,6108.4,8804.9,0.0,7819.8,5252.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9810.5
0.0,5926.3,4436.7,9312.3,9113.1,9102.4,0.0,0.0,0.0,0.0,0.0,6552.3,9593.1,8924.0,0.0,0.0,8010.3,0.0,0.0,0.0,0.0,9922.5,0.0,0.0,7926.4,8318.6,0.0,2618.2,5531.0,10144.7,9393.4,0.0,0.0,0.0,0.0,0.0,0.0,9858.1,10263.1,0.0,0.0,0.0,8341.4,0.0,7125.9,7940.8,5795.0,0.0,9934.4,7254.5,9632.5,7467.9,0.0,8668.8,9643.7,4787.0,10148.0,0.0,8062.4,0.0,0.0,0.0,7193.8,0.0,8404.8,8461.6,8084.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5165.2,5150.9,0.0,0.0,0.0,0.0,0.0,2278.9,0.0,0.0,0.0,0.0,0.0,0.0,3487.3,0.0,0.0,9252.5,0.0,0.0,0.0,0.0,0.0,10448.0,0.0,0.0,0.0,5519.7,5160.8,8342.1,3264.3,9543.6,7322.2,8799.7,9120.0,0.0,8272.1,0.0,0.0,0.0,0.0,0.0,7586.8,0.0,0.0,7275.5,9343.6,8251.1,10474.7,0.0,0.0,7141.1,0.0,0.0,3082.9,5639.6,7052.3,8579.2,9553.7,0.0,8575.8,8190.1,0.0,0.0,10506.2,9860.9,0.0,0.0,0.0,9399.3,0.0,0.0,0.0,0.0,8517.8,9342.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7243.0,9196.0,6462.2,7249.0,9322.2,4908.6,0.0,5762.4,0.0,0.0,0.0,6641.9,9138.1,9961.3,0.0,0.0,0.0,7817.9,9761.3,0.0,0.0,0.0,0.0,9645.1,0.0,9123.6,9569.5,9427.1,0.0,0.0,7299.0,0.0,0.0,0.0,0.0,6885.9,10133.6,8608.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5397.0,0.0,0.0,0.0,0.0,9950.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5908.4,0.0,0.0,0.0,0.0,0.0,0.0,10422.9,0.0,5415.7,0.0,0.0,0.0,10527.3,0.0,0.0,0.0,0.0,10137.5,0.0,0.0,0.0,0.0,0.0,0.0,6378.0,9301.7,0.0,0.0,9268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6877.0,4015.1,0.0,0.0,0.0,10137.0,6070.3,9619.9,3668.2,0.0,8019.8,8469.6,8822.3,6844.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10487.6,9104.5,0.0,0.0,0.0,8359.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4899.9,9184.1,0.0,0.0,0.0,0.0,0.0,9313.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5046.7,0.0,7078.2,8507.5,9636.9,9482.4,0.0,0.0,0.0,0.0,0.0,0.0,8629.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7384.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7668.7,8860.5,5298.8,0.0,0.0,7265.6,4260.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7261.7,0.0,0.0,0.0,0.0,0.0,0.0,9189.8,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5397.0,0.0,10375.8,0.0,0.0,0.0,8522.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6824.7,0.0,0.0,0.0,0.0,0.0,0.0,5936.9,0.0,4668.3,0.0,0.0,0.0,7782.4,0.0,0.0,0.0,0.0,9672.2,0.0,0.0,0.0,0.0,0.0,0.0,10481.6,6170.1,10239.1,0.0,6136.5,0.0,0.0,0.0,0.0,0.0,6254.4,0.0,0.0,9549.6,8605.1,0.0,8768.1,6388.1,4317.9,0.0,0.0,0.0,4643.1,3886.2,9961.8,8092.0,0.0,8231.9,8174.4,7017.1,5230.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8809.2,0.0,0.0,0.0,6174.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7927.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202.6,6286.9,0.0,0.0,0.0,0.0,0.0,7179.6,0.0,0.0,0.0,9352.4,0.0,0.0,0.0,0.0,5947.5,0.0,6556.5,0.0,9338.7,6658.2,0.0,0.0,0.0,0.0,0.0,0.0,6794.1,0.0,0.0,0.0,0.0,0.0,8855.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8866.7,0.0,0.0,0.0,10200.7,0.0,0.0,0.0,10243.7,8732.2,9385.7,0.0,0.0,5227.8,9657.5,0.0,0.0,0.0,9997.3,0.0,0.0,0.0,0.0,0.0,0.0,5478.9,0.0,0.0,0.0,0.0,0.0,0.0,5574.3,10167.5,0.0
